ID,Name,Start time,Duration,Place,Address,Tickets link,Description 1,Hashtags,Prices lower,Prices upper,End time
101,Сонячний зайчик,2024-02-15 12:00:00,60,Перший академічний український театр для дітей та юнацтва,"вул. Гнатюка, 11",https://widget.kontramarka.ua/uk/widget510site13224/widget/event/96766?utm_referrer=lviv.kontramarka.ua/uk/sonacnij-zajcik-86457.html&siteShowId=86457&siteEventId=191837,за мотивами казки Всеволода Нестайка «Сонячний зайчик і Сонячний вовк»,,90,100,2024-02-15 13:00:00
102,Принцеса і сто поцілунків,2024-02-09 12:00:00,90,Перший академічний український театр для дітей та юнацтва,"вул. Гнатюка, 11",https://widget.kontramarka.ua/uk/widget510site13224/widget/event/96760?utm_referrer=lviv.kontramarka.ua/uk/princesa-i-sto-pocilunkiv-86461.html&siteShowId=86461&siteEventId=191838,П’єса Петера Ензіката (інсценування Петера Ензіката),,90,100,2024-02-09 13:30:00
103,Принцеса і сто поцілунків,2024-02-21 12:00:00,90,Перший академічний український театр для дітей та юнацтва,"вул. Гнатюка, 11",https://widget.kontramarka.ua/uk/widget510site13224/widget/event/96770?utm_referrer=lviv.kontramarka.ua/uk/princesa-i-sto-pocilunkiv-86461.html&siteShowId=86461&siteEventId=191839,П’єса Петера Ензіката (інсценування Петера Ензіката),,90,100,2024-02-21 13:30:00
104,Крила Ангела,2024-02-11 18:00:00,70,Перший академічний український театр для дітей та юнацтва,"вул. Гнатюка, 11",,"Театральна імпровізація, 16+",,0,0,2024-02-11 19:10:00
105,Крила Ангела,2024-02-17 18:00:00,70,Перший академічний український театр для дітей та юнацтва,"вул. Гнатюка, 11",,"Театральна імпровізація, 16+",,0,0,2024-02-17 19:10:00
106,Друзі,2024-02-14 18:00:00,90,Перший академічний український театр для дітей та юнацтва,"вул. Гнатюка, 11",https://widget.kontramarka.ua/uk/widget510site13224/widget/event/96764?utm_referrer=lviv.kontramarka.ua/uk/druzi-86458.html&siteShowId=86458&siteEventId=191828,П’єса Аманди Стерс та Давіда Фоенкіноса,#Комедія ,110,150,2024-02-14 19:30:00
107,Друзі,2024-02-24 18:00:00,90,Перший академічний український театр для дітей та юнацтва,"вул. Гнатюка, 11",https://widget.kontramarka.ua/uk/widget510site13224/widget/event/96772?utm_referrer=lviv.kontramarka.ua/uk/druzi-86458.html&siteShowId=86458&siteEventId=191829,П’єса Аманди Стерс та Давіда Фоенкіноса,#Комедія ,110,150,2024-02-24 19:30:00
108,Два джентльмени з Верони,2024-02-23 18:00:00,120,Перший академічний український театр для дітей та юнацтва,"вул. Гнатюка, 11",https://widget.kontramarka.ua/uk/widget510site13224/widget/event/96783?utm_referrer=lviv.kontramarka.ua/uk/dva-dzentlmeni-z-veroni-88693.html&siteShowId=88693&siteEventId=191843,,#Дитячий театр #Пригоди #Казка ,110,150,2024-02-23 20:00:00
109,Про що мовчать чоловіки,2024-02-12 18:30:00,120,Палац культури залізничників «Рокс»,"м. Львів. вул. Ю. Федьковича, 54",https://widget.kontramarka.ua/uk/widget508site1001/widget/event/100161741?utm_referrer=lviv.kontramarka.ua/uk/pro-so-movcat-coloviki-74451.html&siteShowId=74451&siteEventId=195136,"На підтримку ЗСУ та людей покажуть виставу «Про що мовчать чоловіки або дикун FOREVER» у Львові, яку понад 700 разів була поставлена на Бродвеї. Подивитися її можна 8 листопада у Палаці залізничників «Рокс», попередньо купивши квитки.",,340,640,2024-02-12 20:30:00
110,Двоє на гойдалках,2024-02-14 19:00:00,123,Палац культури залізничників «Рокс»,"м. Львів. вул. Ю. Федьковича, 54",https://widget.kontramarka.ua/uk/widget11site11278/widget/event/95820?utm_referrer=lviv.kontramarka.ua/uk/dvoe-na-gojdalkah-88108.html&siteShowId=88108&siteEventId=190559,"Наші герої - чоловік і жінка. Самотні у величезному місті. “Велике яблуко”, як називають Нью-Йорк. Але тепла тут вистачає зовсім не кожному. Одного вересневого вечора в одній квартирі пролунав телефонний дзвінок. У наш час це може бути випадкове повідомлення в месенджері або помилковий лист. Але саме так почалася їхня історія нової надії. Жвава незібрана Гітель, яка так хоче подарувати своє кохання цьому великому розгубленому чоловіку, чиї душевні рани не загоїлись.",#Комедія ,290,600,2024-02-14 21:03:00
111,Як виростити чоловіка у домашніх умовах,2024-02-16 18:30:00,120,Палац культури залізничників «Рокс»,"м. Львів. вул. Ю. Федьковича, 54",https://widget.kontramarka.ua/uk/widget508site1001/widget/event/100162222?utm_referrer=lviv.kontramarka.ua/uk/ak-virostiti-colovika-u-domasnih-umovah-80174.html&siteShowId=80174&siteEventId=195635,ЗІРКОВА ВИСТАВА У ЛЬВОВІ!,#Комедія ,290,840,2024-02-16 20:30:00
112,Мегери,2024-02-23 19:00:00,120,Палац культури залізничників «Рокс»,"м. Львів. вул. Ю. Федьковича, 54",https://widget.kontramarka.ua/uk/widget11site1008/widget/event/100158267?utm_referrer=lviv.kontramarka.ua/uk/megeri-79938.html&siteShowId=79938&siteEventId=180422,"Старість не завжди приємна річ, а для двох кінозірок 60-х років – просто страшна. Така страшна, що вони готові знятися у фільмі жахів, щоб повернути колишнє кохання глядачів. А ще – перегризати один одному горло, згадуючи минуле та колишніх. Коли більше втрачати нічого, то битва йде не на життя, а на смерть. Разом з тим, Рут і Мілдред не втрачають дотепності та сарказму і не шкодують шпильок один для одного. І змушують глядачів сміятися без упину.",#Комедія ,350,750,2024-02-23 21:00:00
113,"Життя на Землі або я люблю тебе, Гітель",2024-02-26 19:00:00,123,Палац культури залізничників «Рокс»,"м. Львів. вул. Ю. Федьковича, 54",https://widget.kontramarka.ua/uk/widget508site11278/widget/event/95360?utm_referrer=lviv.kontramarka.ua/uk/zitta-na-zemli-a-lublu-tebe-gitel-88027.html&siteShowId=88027&siteEventId=190129,"У житті дівчини з екзотичним ім'ям Гітель все, не як у всіх!",,250,450,2024-02-26 21:03:00
114,"Клуб ""Зневіра""",2024-01-31 18:00:00,80,Львівський академічний драматичний театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/95949?utm_referrer=lviv.kontramarka.ua/uk/klub-znevira-88304.html&siteShowId=88304&siteEventId=190846,"""Клуб “Зневіра”""",,300,320,2024-01-31 19:20:00
115,"Клуб ""Зневіра""",2024-02-02 18:00:00,80,Львівський академічний драматичний театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/98809?utm_referrer=lviv.kontramarka.ua/uk/klub-znevira-88304.html&siteShowId=88304&siteEventId=194158,"""Клуб “Зневіра”""",,300,320,2024-02-02 19:20:00
116,"Клуб ""Зневіра""",2024-02-03 18:00:00,80,Львівський академічний драматичний театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/99300?utm_referrer=lviv.kontramarka.ua/uk/klub-znevira-88304.html&siteShowId=88304&siteEventId=194680,"""Клуб “Зневіра”""",,300,320,2024-02-03 19:20:00
117,"Клуб ""Зневіра""",2024-02-16 18:00:00,80,Львівський академічний драматичний театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/98818?utm_referrer=lviv.kontramarka.ua/uk/klub-znevira-88304.html&siteShowId=88304&siteEventId=194168,"""Клуб “Зневіра”""",,300,320,2024-02-16 19:20:00
118,"Клуб ""Зневіра""",2024-02-28 18:00:00,80,Львівський академічний драматичний театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/98974?utm_referrer=lviv.kontramarka.ua/uk/klub-znevira-88304.html&siteShowId=88304&siteEventId=194350,"""Клуб “Зневіра”""",,300,320,2024-02-28 19:20:00
119,Сто перших слів,2024-02-01 18:00:00,90,Львівський академічний драматичний театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/99026?utm_referrer=lviv.kontramarka.ua/uk/premera-sto-persih-sliv-88678.html&siteShowId=88678&siteEventId=194417,Сто перших слів,,300,300,2024-02-01 19:30:00
120,Сто перших слів,2024-02-23 18:00:00,90,Львівський академічний драматичний театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/99027?utm_referrer=lviv.kontramarka.ua/uk/premera-sto-persih-sliv-88678.html&siteShowId=88678&siteEventId=194418,Сто перших слів,,300,300,2024-02-23 19:30:00
121,Галдамаш,2024-02-04 18:00:00,100,Львівський академічний драматичний театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/98811?utm_referrer=lviv.kontramarka.ua/uk/galdamas-83104.html&siteShowId=83104&siteEventId=194160,“Галдамаш”,,300,320,2024-02-04 19:40:00
122,Галдамаш,2024-02-08 18:00:00,100,Львівський академічний драматичний театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/99303?utm_referrer=lviv.kontramarka.ua/uk/galdamas-83104.html&siteShowId=83104&siteEventId=194679,“Галдамаш”,,300,320,2024-02-08 19:40:00
123,Один день,2024-02-04 18:00:00,70,Львівський академічний драматичний театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/99301?utm_referrer=lviv.kontramarka.ua/uk/odin-den-84289.html&siteShowId=84289&siteEventId=194681,“ОДИН ДЕНЬ”,#Драма ,300,320,2024-02-04 19:10:00
124,Один день,2024-02-10 18:00:00,70,Львівський академічний драматичний театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/99302?utm_referrer=lviv.kontramarka.ua/uk/odin-den-84289.html&siteShowId=84289&siteEventId=194682,“ОДИН ДЕНЬ”,#Драма ,300,320,2024-02-10 19:10:00
125,Уявні маршрути Львовом,2024-02-07 18:00:00,100,Львівський академічний драматичний театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/98812?utm_referrer=lviv.kontramarka.ua/uk/uavni-marsruti-lvovom-83552.html&siteShowId=83552&siteEventId=194157,"""Уявні маршрути Львовом""",,250,250,2024-02-07 19:40:00
126,Уявні маршрути Львовом,2024-02-15 18:00:00,100,Львівський академічний драматичний театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/98817?utm_referrer=lviv.kontramarka.ua/uk/uavni-marsruti-lvovom-83552.html&siteShowId=83552&siteEventId=194162,"""Уявні маршрути Львовом""",,250,250,2024-02-15 19:40:00
127,"""Леся.Їсторія""",2024-02-09 18:00:00,95,Львівський академічний драматичний театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/98813?utm_referrer=lviv.kontramarka.ua/uk/premera-lesaistoria-83107.html&siteShowId=83107&siteEventId=194161,"""Леся.Їсторія""",,200,260,2024-02-09 19:35:00
128,"""Леся.Їсторія""",2024-02-25 18:00:00,95,Львівський академічний драматичний театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/98972?utm_referrer=lviv.kontramarka.ua/uk/premera-lesaistoria-83107.html&siteShowId=83107&siteEventId=194355,"""Леся.Їсторія""",,200,260,2024-02-25 19:35:00
129,Top Girls,2024-02-11 18:00:00,123,Львівський академічний драматичний театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/98814?utm_referrer=lviv.kontramarka.ua/uk/top-girls-83105.html&siteShowId=83105&siteEventId=194164,“Top Girls”,,200,260,2024-02-11 20:03:00
130,Top Girls,2024-02-14 18:00:00,123,Львівський академічний драматичний театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/98815?utm_referrer=lviv.kontramarka.ua/uk/top-girls-83105.html&siteShowId=83105&siteEventId=194165,“Top Girls”,,200,260,2024-02-14 20:03:00
131,Люди,2024-02-17 18:00:00,80,Львівський академічний драматичний театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/98819?utm_referrer=lviv.kontramarka.ua/uk/ludi-83611.html&siteShowId=83611&siteEventId=194177,«Люди»,,300,320,2024-02-17 19:20:00
132,Філоктет. Античний рейв,2024-02-18 18:00:00,110,Львівський академічний драматичний театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/98822?utm_referrer=lviv.kontramarka.ua/uk/filoktet-anticnij-rejv-84469.html&siteShowId=84469&siteEventId=194171,"""Філоктет. Античний рейв""",,300,320,2024-02-18 19:50:00
133,Філоктет. Античний рейв,2024-02-22 18:00:00,110,Львівський академічний драматичний театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/98966?utm_referrer=lviv.kontramarka.ua/uk/filoktet-anticnij-rejv-84469.html&siteShowId=84469&siteEventId=194346,"""Філоктет. Античний рейв""",,300,320,2024-02-22 19:50:00
134,"146 зірок, видимих неозброєним оком",2024-02-24 18:00:00,140,Львівський академічний драматичний театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/98970?utm_referrer=lviv.kontramarka.ua/uk/146-zirok-vidimih-neozbroenim-okom-84290.html&siteShowId=84290&siteEventId=194348,"146 зірок, видимих неозброєним оком",#Мюзикл ,300,320,2024-02-24 20:20:00
135,Лісістрата,2024-02-29 18:00:00,123,Львівський академічний драматичний театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/98975?utm_referrer=lviv.kontramarka.ua/uk/zavtra-v-toj-samij-cas-83102.html&siteShowId=83102&siteEventId=194351,Завтра в той самий час,#Драма ,200,260,2024-02-29 20:03:00
136,Зоря благодатна,2024-02-01 18:00:00,45,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/98550?utm_referrer=lviv.kontramarka.ua/uk/zora-blagodatna-59520.html&siteShowId=59520&siteEventId=193844,"Як виглядав український бароковий вертеп кілька століть тому? Мандрівний дерев’яний будиночок-сцена, канонічні лялькові персонажі, сакральні співи, народний гумор та жива музика. Ми вирішили відновити усе це, шоб занурити вас у традиційну святкову атмосферу справжнього українського Різдва! Для цього відшукали давні тексти, записані знаним етнографом Миколою Маркевичем ще на початку XIX ст. І зберегли оригінальну мову,  яка перенесе нас у ті часи, коли на свято Різдва грамотні міщани, дяки, школярі та церковні співаки збирались у дорогу і носили по хатах ляльковий театр під назвою Вертеп. Ця традиція започаткувалася ще у XVII столітті — нехай вона живе й надалі!",#Дитячий театр #Ляльковий спектакль ,100,150,2024-02-01 18:45:00
137,Веселі Ангелята,2024-02-03 11:00:00,45,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/98551?utm_referrer=lviv.kontramarka.ua/uk/veseli-angelata-66582.html&siteShowId=66582&siteEventId=193847,"У Львівському академічному обласному театрі ляльок відбудеться вистава “Веселі Ангелята” у Львові за однойменною книгою Марічки Крижанівської. Цю виставу ми підготували для наших найменших глядачів, які відвідають її разом зі своїми батьками. Отже у нашому світі живуть маленькі ангелики - це душі діток, які тільки мають народитися. А поки вони весело проводять час і намагаються вгадати, що на них чекає після народження. І ось, одного разу малі бешкетники відшукали книжку з описом життя на Землі і справ звичайних дітей. Тому Ангелики вирішили спробувати все і негайно! До того ж, вони мають чарівні хмарки і можуть зробити з них все, що забажають. Тому веселі розваги нашим героям і нашим глядачам забезпечені!",#Дитячий театр #Ляльковий спектакль #Казка ,200,200,2024-02-03 11:45:00
138,Веселі Ангелята,2024-02-04 11:00:00,45,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/98554?utm_referrer=lviv.kontramarka.ua/uk/veseli-angelata-66582.html&siteShowId=66582&siteEventId=193848,"У Львівському академічному обласному театрі ляльок відбудеться вистава “Веселі Ангелята” у Львові за однойменною книгою Марічки Крижанівської. Цю виставу ми підготували для наших найменших глядачів, які відвідають її разом зі своїми батьками. Отже у нашому світі живуть маленькі ангелики - це душі діток, які тільки мають народитися. А поки вони весело проводять час і намагаються вгадати, що на них чекає після народження. І ось, одного разу малі бешкетники відшукали книжку з описом життя на Землі і справ звичайних дітей. Тому Ангелики вирішили спробувати все і негайно! До того ж, вони мають чарівні хмарки і можуть зробити з них все, що забажають. Тому веселі розваги нашим героям і нашим глядачам забезпечені!",#Дитячий театр #Ляльковий спектакль #Казка ,200,200,2024-02-04 11:45:00
139,Веселі Ангелята,2024-02-24 11:00:00,45,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/98574?utm_referrer=lviv.kontramarka.ua/uk/veseli-angelata-66582.html&siteShowId=66582&siteEventId=193872,"У Львівському академічному обласному театрі ляльок відбудеться вистава “Веселі Ангелята” у Львові за однойменною книгою Марічки Крижанівської. Цю виставу ми підготували для наших найменших глядачів, які відвідають її разом зі своїми батьками. Отже у нашому світі живуть маленькі ангелики - це душі діток, які тільки мають народитися. А поки вони весело проводять час і намагаються вгадати, що на них чекає після народження. І ось, одного разу малі бешкетники відшукали книжку з описом життя на Землі і справ звичайних дітей. Тому Ангелики вирішили спробувати все і негайно! До того ж, вони мають чарівні хмарки і можуть зробити з них все, що забажають. Тому веселі розваги нашим героям і нашим глядачам забезпечені!",#Дитячий театр #Ляльковий спектакль #Казка ,200,200,2024-02-24 11:45:00
140,Веселі Ангелята,2024-02-25 11:00:00,45,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/98577?utm_referrer=lviv.kontramarka.ua/uk/veseli-angelata-66582.html&siteShowId=66582&siteEventId=193873,"У Львівському академічному обласному театрі ляльок відбудеться вистава “Веселі Ангелята” у Львові за однойменною книгою Марічки Крижанівської. Цю виставу ми підготували для наших найменших глядачів, які відвідають її разом зі своїми батьками. Отже у нашому світі живуть маленькі ангелики - це душі діток, які тільки мають народитися. А поки вони весело проводять час і намагаються вгадати, що на них чекає після народження. І ось, одного разу малі бешкетники відшукали книжку з описом життя на Землі і справ звичайних дітей. Тому Ангелики вирішили спробувати все і негайно! До того ж, вони мають чарівні хмарки і можуть зробити з них все, що забажають. Тому веселі розваги нашим героям і нашим глядачам забезпечені!",#Дитячий театр #Ляльковий спектакль #Казка ,200,200,2024-02-25 11:45:00
141,Дорога до Вифлеєму,2024-02-03 12:00:00,50,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/98552?utm_referrer=lviv.kontramarka.ua/uk/doroga-do-vifleemu-55513.html&siteShowId=55513&siteEventId=193845,"У Львівському академічному обласному театрі ляльок відбудеться неймовірно цікава вистава «Дорога до Вифлеєму» у Львові. Ця історія не лише про появу Спасителя. Головний герой тут віслючок, який тягне возика з немовлям. Його маленька справа не стає на заваді мріям і бажанню чогось більшого. Віслючок теж шукає свого Бога, а ще дуже хоче стати зіркою. Наша вистава про пошуки покликання, яке є у кожного з нас. І знайти його можна навіть під час випадкової подорожі, яка перетворилася на знаменну подію для усього людства.",#Дитячий театр #Ляльковий спектакль #Казка ,100,120,2024-02-03 12:50:00
142,Дорога до Вифлеєму,2024-02-18 12:00:00,50,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/98570?utm_referrer=lviv.kontramarka.ua/uk/doroga-do-vifleemu-55513.html&siteShowId=55513&siteEventId=193861,"У Львівському академічному обласному театрі ляльок відбудеться неймовірно цікава вистава «Дорога до Вифлеєму» у Львові. Ця історія не лише про появу Спасителя. Головний герой тут віслючок, який тягне возика з немовлям. Його маленька справа не стає на заваді мріям і бажанню чогось більшого. Віслючок теж шукає свого Бога, а ще дуже хоче стати зіркою. Наша вистава про пошуки покликання, яке є у кожного з нас. І знайти його можна навіть під час випадкової подорожі, яка перетворилася на знаменну подію для усього людства.",#Дитячий театр #Ляльковий спектакль #Казка ,100,120,2024-02-18 12:50:00
143,Витівки Лиса Микити,2024-02-04 12:00:00,50,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/98555?utm_referrer=lviv.kontramarka.ua/uk/vitivki-lisa-mikiti-54999.html&siteShowId=54999&siteEventId=193849,"У Львівському обласному театрі ляльок відбудеться дитяча вистава “Витівки Лиса Микити” у Львові за  мотивами казки Івана Франка. Коли ти слабкий, беззахисний, а навколо - дикі звірі та ліс, треба швидко думати і так само швидко бігати. Лис Микита це  добре знає. Він впевнений, наполегливий та кмітливий. Тому вміє вийти сухим з води. Чи навіть з синьої фарби. Але чи надовго вистачить його природної хитромудрості?",#Дитячий театр #Казка ,100,120,2024-02-04 12:50:00
144,По той бік ширми,2024-02-04 16:00:00,45,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/98557?utm_referrer=lviv.kontramarka.ua/uk/po-toj-bik-sirmi-65697.html&siteShowId=65697&siteEventId=193851,"У Львівському  академічному обласному театрі ляльок відбудеться вистава майстер-клас з ляльковедення “По той бік ширми” у Львові, який відкриє глядачам секрети лялькового мистецтва. Адже лялька річ надзвичайна - людські руки створили її і вони ж можуть оживити її, дати їй душу, характер, голос. Це і є магія ляльковедення - актор-лялькар здатен зробити з ляльки героя, якого полюблять маленькі глядачі.",#Дитячий театр #Ляльковий спектакль #Казка ,150,150,2024-02-04 16:45:00
145,Дві кралечки - на північ,2024-02-06 18:00:00,123,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/98707?utm_referrer=lviv.kontramarka.ua/uk/dvi-kralecki-na-pivnic-65291.html&siteShowId=65291&siteEventId=194057,"У Львівському академічному обласному театрі ляльок відбудеться вистава “Дві кралечки - на північ” у Львові за твором французького драматурга П’єра Нотта. Розказати про цю виставу складно і просто водночас. Здається, все просто. Дві сестри, немолоді  Аннетт і Бернадетт, щойно пережили втрату матері. І вирішили поховати урну з її прахом поруч з батьком. Та тільки де той батько спочиває? Відомо тільки, що десь на півночі.",#Комедія ,150,150,2024-02-06 20:03:00
146,Стук-грюк,2024-02-10 11:00:00,45,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/98558?utm_referrer=lviv.kontramarka.ua/uk/stukgruk-55490.html&siteShowId=55490&siteEventId=193843,"Важливо: для уникнення непорозумінь на вході нагадуємо, що всі відвідувачі, малюки та їх батьки, повинні мати окремий квиток. Вистава розрахована на 15 малюків максимум.",#Дитячий театр #Ляльковий спектакль #Казка ,200,200,2024-02-10 11:45:00
147,Стук-грюк,2024-02-11 11:00:00,45,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/98561?utm_referrer=lviv.kontramarka.ua/uk/stukgruk-55490.html&siteShowId=55490&siteEventId=193853,"Важливо: для уникнення непорозумінь на вході нагадуємо, що всі відвідувачі, малюки та їх батьки, повинні мати окремий квиток. Вистава розрахована на 15 малюків максимум.",#Дитячий театр #Ляльковий спектакль #Казка ,200,200,2024-02-11 11:45:00
148,Таємниця Лісовичка,2024-02-10 12:00:00,45,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/98559?utm_referrer=lviv.kontramarka.ua/uk/taemnica-lisovicka-57346.html&siteShowId=57346&siteEventId=193854,"Чарівний світ лісовичків дуже схожий на людський. Серед них також є добрі і злі створіння. Один ладен заморозити дитину, а другий відчайдушно її рятує. Чи знайде маленька Дівчинка, яка загубилась в зимовому лісі, допомогу, щоб врятуватись від негоди? Чи просто навчиться відрізняти правду і щирість від лицемірства та лестощів? Дізнайтесь разом з Дівчинкою, що є дійсно важливим та потрібним у цьому житті, а що лиш розбещує та розважає.",#Дитячий театр #Ляльковий спектакль ,100,120,2024-02-10 12:45:00
149,Про Лицаря Прищака та Принцесу Гарнюню,2024-02-11 12:00:00,50,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/98562?utm_referrer=lviv.kontramarka.ua/uk/pro-licara-prisaka-ta-princesu-garnunu-74305.html&siteShowId=74305&siteEventId=193858,"У королівстві Гарнограді переполох - принцесу Гарнюню вже пора видавати заміж! Що б могло піти не так, якщо принцеса - найгарніша, найрозумніша і найпрацьовитіша дівчина у королівстві? Та навіть казкове життя складається із побутових дрібниць та випадковостей - Блазень забув запросити претендентів на руку Гарнюні, тим часом у королівство завітав мандрівний лицар, який щось приховує під опущеним забралом, а сама принцеса має власний погляд на питання шлюбу…",#Казка ,100,150,2024-02-11 12:50:00
150,Тс-с... Секретики ляльок,2024-02-11 16:00:00,45,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/98564?utm_referrer=lviv.kontramarka.ua/uk/tss-sekretiki-lalok-80608.html&siteShowId=80608&siteEventId=193860,"""Тс-с... Секретики ляльок""",#Казка ,150,150,2024-02-11 16:45:00
151,Тс-с... Секретики ляльок,2024-02-25 16:00:00,45,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/98580?utm_referrer=lviv.kontramarka.ua/uk/tss-sekretiki-lalok-80608.html&siteShowId=80608&siteEventId=193885,"""Тс-с... Секретики ляльок""",#Казка ,150,150,2024-02-25 16:45:00
152,Коло,2024-02-15 18:00:00,50,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/98565?utm_referrer=lviv.kontramarka.ua/uk/kolo-85311.html&siteShowId=85311&siteEventId=193852,7+ (сімейна аудиторія),#Пригоди #Казка ,150,200,2024-02-15 18:50:00
153,Як нотки пісеньку складали,2024-02-17 11:00:00,45,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/98566?utm_referrer=lviv.kontramarka.ua/uk/ak-notki-pisenku-skladali-65096.html&siteShowId=65096&siteEventId=193866,"У Львівському академічному обласному театрі ляльок відбудеться інтерактивна інклюзивна вистава “Як нотки пісеньку складали” у Львові. Маленькі глядачі потраплять до казкової країни звуків та кольорів. Тут живе мама Ключ Соль разом зі своїми різнокольоровими дітками-нотками. У кожної нотки є свій колір і свій звук. Але вони міцно сплять, а коли прокинуться - заспівають свою пісеньку і подарують свою барву глядачам. Однак без вас, друзі, ноткам не впоратись! Треба їм допомогти: заспівати, потанцювати та пограти усім разом.",,200,200,2024-02-17 11:45:00
