ID,Name,Start time,Duration,Place,Address,Tickets link,Description 1,Hashtags,Prices lower,Prices upper,End time
154,Як нотки пісеньку складали,2024-02-18 11:00:00,45,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/98569?utm_referrer=lviv.kontramarka.ua/uk/ak-notki-pisenku-skladali-65096.html&siteShowId=65096&siteEventId=193867,"У Львівському академічному обласному театрі ляльок відбудеться інтерактивна інклюзивна вистава “Як нотки пісеньку складали” у Львові. Маленькі глядачі потраплять до казкової країни звуків та кольорів. Тут живе мама Ключ Соль разом зі своїми різнокольоровими дітками-нотками. У кожної нотки є свій колір і свій звук. Але вони міцно сплять, а коли прокинуться - заспівають свою пісеньку і подарують свою барву глядачам. Однак без вас, друзі, ноткам не впоратись! Треба їм допомогти: заспівати, потанцювати та пограти усім разом.",,200,200,2024-02-18 11:45:00
155,Коза - Дереза,2024-02-17 12:00:00,60,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/98567?utm_referrer=lviv.kontramarka.ua/uk/koza-dereza-54987.html&siteShowId=54987&siteEventId=193863,"Запрошуємо до Львівського академічного обласного театру ляльок, де пройде показ лялькової вистави за мотивами народної казки “Коза-дереза” у Львові. Жила-була одна Коза, і все в її житті складалося непогано. Облаштувалася вона у дбайливій родині та з добрим господарем. Тільки характер у нашої героїні був вередливий, примхливий та неуживливий. Одним словом, Коза була справжня ""Дереза"": постійно хитрила, упиралася і погано поводилася зі своїми господарями. А одного разу так просто взяла і пішла від них з дому.",#Дитячий театр #Ляльковий спектакль #Казка ,100,120,2024-02-17 13:00:00
156,Вистава-гра Сонячне небо,2024-02-18 16:00:00,40,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/98572?utm_referrer=lviv.kontramarka.ua/uk/vistavagra-sonacne-nebo-74339.html&siteShowId=74339&siteEventId=193871,"Театр руху “Сонячне небо” - це вистава-гра, яка запрошує дітей у ненав’язливий простір руху та споглядання. Кожен учасник може сам обирати, як йому поводитися у цьому просторі - сприймати його як рухому картину чи як майданчик для активної гри.",,100,100,2024-02-18 16:40:00
157,Засвітнє танго,2024-02-22 18:00:00,150,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/98573?utm_referrer=lviv.kontramarka.ua/uk/zasvitne-tango-70428.html&siteShowId=70428&siteEventId=193865,Куди піти у Львові? На виставу «Засвітнє танго»!,,150,350,2024-02-22 20:30:00
158,Золоторогий олень,2024-02-24 12:00:00,45,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/98575?utm_referrer=lviv.kontramarka.ua/uk/zolotorogij-olen-54984.html&siteShowId=54984&siteEventId=193874,"У Львівському обласному ляльковому театрі відбудеться вистава ""Золоторогий олень"" у  Львові, за мотивами казки Дмитра Павличка. Золоті роги можуть бути не тільки багатством, а й  великим тягарем. Блукає він по горах і долинах, шукає ліки та розради і зневіри. Хоче знайти зoлoтoрoгий олень щиру дружбу. І таким другом стає для нього хлопець Василько.",#Ляльковий спектакль #Казка ,100,150,2024-02-24 12:45:00
159,Підкова на щастя,2024-02-25 12:00:00,50,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/98578?utm_referrer=lviv.kontramarka.ua/uk/pidkova-na-sasta-55000.html&siteShowId=55000&siteEventId=193876,"У Львівському академічному обласному театрі ляльок відбудеться дитяча вистава “Підкова на щастя” у Львові за мотивами казки Івана Франка. Всі ми любимо часом лінощі. І маленький віслючок теж. Але ми ж не тікаємо від роботи і навчання до лісу. А ось він - втік! Спочатку все здавалося добре - ані діда, ані баби, ані завдань. Але це тільки на перший погляд. Бо далі стало лячно і холодно та й їсти захотілося... Але в казках все завершується добре. От тільки яким чином?",#Дитячий театр #Ляльковий спектакль #Казка ,100,120,2024-02-25 12:50:00
160,На полі крові,2024-02-25 19:00:00,55,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/98708?utm_referrer=lviv.kontramarka.ua/uk/na-poli-krovi-61453.html&siteShowId=61453&siteEventId=194059,Моновистава «На полі крові» за драматичною поемою Лесі Українки,#Драма ,150,150,2024-02-25 19:55:00
161,Шмата. Одного вечора у бомбосховищі,2024-02-29 18:00:00,100,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/98582?utm_referrer=lviv.kontramarka.ua/uk/smata-odnogo-razu-u-bomboshovisi-75014.html&siteShowId=75014&siteEventId=193882,"У грудні актори Львівського академічного обласного театру ляльок на дорослій сцені розіграють виставу ""Шмата. Одного разу в бомбосховищі"".",,250,250,2024-02-29 19:40:00
162,Тіні забутих предків,2024-02-02 18:00:00,120,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100161525?utm_referrer=lviv.kontramarka.ua/uk/premera-tini-zabutih-predkiv-87015.html&siteShowId=87015&siteEventId=193344,Історія про кохання земне та небесне за легендарною повістю Михайла Коцюбинського.,,150,1500,2024-02-02 20:00:00
163,Тіні забутих предків,2024-02-03 17:00:00,120,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100161526?utm_referrer=lviv.kontramarka.ua/uk/premera-tini-zabutih-predkiv-87015.html&siteShowId=87015&siteEventId=193345,Історія про кохання земне та небесне за легендарною повістю Михайла Коцюбинського.,,150,1500,2024-02-03 19:00:00
164,Любовний напій,2024-02-04 17:00:00,150,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100161471?utm_referrer=lviv.kontramarka.ua/uk/lubovnij-napij-44307.html&siteShowId=44307&siteEventId=192963,"Нехитромудра любовна історія простодушного Неморіно, переконаного в магічній властивості еліксиру кохання, який виявляється ... звичайним вином. Чим закінчаться перипетії любові Неморіно і Адіни? Живий дотепний сюжет цієї витонченої любовної комедії, різноманітність життєрадісних мелодій, утримують увагу глядачів на протязі 185-ти років, а прекрасні арії, в числі яких славнозвісна «Una furtiva lagrima», входять до золотого фонду оперної класики.",,100,500,2024-02-04 19:30:00
165,Любовний напій,2024-02-11 17:00:00,150,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100161472?utm_referrer=lviv.kontramarka.ua/uk/lubovnij-napij-44307.html&siteShowId=44307&siteEventId=192964,"Нехитромудра любовна історія простодушного Неморіно, переконаного в магічній властивості еліксиру кохання, який виявляється ... звичайним вином. Чим закінчаться перипетії любові Неморіно і Адіни? Живий дотепний сюжет цієї витонченої любовної комедії, різноманітність життєрадісних мелодій, утримують увагу глядачів на протязі 185-ти років, а прекрасні арії, в числі яких славнозвісна «Una furtiva lagrima», входять до золотого фонду оперної класики.",,100,500,2024-02-11 19:30:00
166,Летюча миша,2024-02-08 18:00:00,180,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100161475?utm_referrer=lviv.kontramarka.ua/uk/letuca-misa-41769.html&siteShowId=41769&siteEventId=192969,Захоплива музична комедія на сцені Львівської опери,#Опера ,150,1500,2024-02-08 21:00:00
167,Набукко,2024-02-09 18:00:00,170,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100161473?utm_referrer=lviv.kontramarka.ua/uk/nabukko-41700.html&siteShowId=41700&siteEventId=192965,Політика та релігія. Прагнення до влади та небезпечний любовний трикутник.,,100,500,2024-02-09 20:50:00
168,Кармен,2024-02-10 17:00:00,200,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100161476?utm_referrer=lviv.kontramarka.ua/uk/karmen-45636.html&siteShowId=45636&siteEventId=192971,НАЙВІДОМІША МУЗИЧНА ІСТОРІЯ ПРИСТРАСТІ ТА КОХАННЯ,#Опера ,100,750,2024-02-10 20:20:00
169,Кармен,2024-02-17 17:00:00,200,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100161477?utm_referrer=lviv.kontramarka.ua/uk/karmen-45636.html&siteShowId=45636&siteEventId=192972,НАЙВІДОМІША МУЗИЧНА ІСТОРІЯ ПРИСТРАСТІ ТА КОХАННЯ,#Опера ,100,750,2024-02-17 20:20:00
170,Наталка Полтавка,2024-02-11 12:00:00,120,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100161468?utm_referrer=lviv.kontramarka.ua/uk/natalka-poltavka-41764.html&siteShowId=41764&siteEventId=192959,"Легендарна історія про кохання і вірність за п'єсою Івана Котляревського, з якої починався український театр на початку ХІХ століття – опера “Наталка Полтавка” Миколи Лисенка.",#Опера ,100,500,2024-02-11 14:00:00
171,Наталка Полтавка,2024-02-18 12:00:00,120,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100161469?utm_referrer=lviv.kontramarka.ua/uk/natalka-poltavka-41764.html&siteShowId=41764&siteEventId=192960,"Легендарна історія про кохання і вірність за п'єсою Івана Котляревського, з якої починався український театр на початку ХІХ століття – опера “Наталка Полтавка” Миколи Лисенка.",#Опера ,100,500,2024-02-18 14:00:00
172,В.А. Моцарт. Дон Жуан. Концертне виконання,2024-02-16 18:00:00,120,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100161470?utm_referrer=lviv.kontramarka.ua/uk/va-mocart-don-zuan-koncertne-vikonanna-64416.html&siteShowId=64416&siteEventId=192961,ДОН ЖУАН В.А.МОЦАРТА,,100,500,2024-02-16 20:00:00
173,Украдене щастя,2024-02-18 17:00:00,160,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100161474?utm_referrer=lviv.kontramarka.ua/uk/ukradene-sasta-50153.html&siteShowId=50153&siteEventId=192966,Глибока життєва драма втілена в емоційній музиці Ю. Мейтуса до опери «Украдене щастя»????,#Опера ,100,500,2024-02-18 19:40:00
174,Страшна помста,2024-02-23 18:00:00,165,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100161478?utm_referrer=lviv.kontramarka.ua/uk/premera-strasna-pomsta-opera-76889.html&siteShowId=76889&siteEventId=192973,,,100,500,2024-02-23 20:45:00
175,Прем’єра «ПСАЛЬМИ ВІЙНИ» . Театралізоване музичне дійство для хору та оркестру,2024-02-24 17:00:00,60,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget509site11084/widget/event/100161479?utm_referrer=lviv.kontramarka.ua/uk/premera-psalmi-vijni-scenicna-kantata-85732.html&siteShowId=85732&siteEventId=192974,Прем’єра,,100,500,2024-02-24 18:00:00
176,Різанина,2024-02-02 19:00:00,90,Театр ОКО,"вул. Театральна, 22",https://widget.kontramarka.ua/uk/widget511site12884/widget/event/99581?utm_referrer=lviv.kontramarka.ua/uk/rizanina-85209.html&siteShowId=85209&siteEventId=195045,Сатирична комедія,#Комедія ,180,250,2024-02-02 20:30:00
177,Містер Хаос,2024-02-03 12:00:00,60,Театр ОКО,"вул. Театральна, 22",https://widget.kontramarka.ua/uk/widget511site12884/widget/event/99582?utm_referrer=lviv.kontramarka.ua/uk/mister-haos-81364.html&siteShowId=81364&siteEventId=195046,"Однієї суботи бешкетник Рудий Кіт залишається вперше вдома сам, без батьків. Він вирішує цілий день бавитись в ігри на планшеті, стрибати та просто байдикувати. Його Розум не витримавши таких ідей, з’являється перед ним із записками-вказівками від мами на цей день. Коту не подобається, що хтось заважає йому розважитися і влаштовує “школу без правил”, в якій діти (які є іграшками кота) є учнями, а він вчитель. В результаті таких уроків з‘являється Хаос, з яким без Розуму не справитися.",#Казка ,180,200,2024-02-03 13:00:00
178,"""НА ДНІ ДУШІ""",2024-02-03 18:00:00,60,Театр ОКО,"вул. Театральна, 22",https://widget.kontramarka.ua/uk/widget511site12884/widget/event/99735?utm_referrer=lviv.kontramarka.ua/uk/na-dni-dusi-89780.html&siteShowId=89780&siteEventId=195198,"Танцювальна вистава ""НА ДНІ ДУШІ"" говорить про штучність, яка оточує суспільство, ззовні і зсередини. Четверо артистів, шукаючи справжність відкривають двері, що знаходяться на дні душі. Що там? Яка ця справжність? Чи варто було її відкривати? Усе побачимо на виставі.",,250,300,2024-02-03 19:00:00
179,WC,2024-02-04 18:00:00,60,Театр ОКО,"вул. Театральна, 22",https://widget.kontramarka.ua/uk/widget511site12884/widget/event/98964?utm_referrer=lviv.kontramarka.ua/uk/wc-81365.html&siteShowId=81365&siteEventId=194347,"Вистава”WC” або гострий напад жіночої клаустрофобії без антракту створена за її “Маленькою камерною п’єсою”, де дві жінки опинившись волею випадку в замкненому просторі дамської кімнати, проходять складний, повний несподіванок шлях очищення і прозріння. Це своєрідний сеанс психоаналізу, що нагадує ефект неочікуваного випорожнення жіночої сумочки в натовпі: поки її власниця повзає по землі та похапцем ліквідовує наслідки катастрофи, ваш зір встигає розгледіти деякі вражаючі деталі. Вистава пропонує глядачеві своєрідну дискусію стосовно сімейних цінностей і ставлення до поширеного в Австрії ( і не тільки) морального імперативу загальновідомих “трьох К”, що весь світ жінки це церква, кухня і діти. Хоча варто не забувати і інші моральні імперативи, які теж поширені в Австрії (і не тільки), наприклад: “Якщо жінка не права, то попросіть у неї пробачення!”",,180,250,2024-02-04 19:00:00
180,Я Батурин,2024-02-09 19:00:00,90,Театр ОКО,"вул. Театральна, 22",https://widget.kontramarka.ua/uk/widget511site12884/widget/event/99611?utm_referrer=lviv.kontramarka.ua/uk/a-baturin-85619.html&siteShowId=85619&siteEventId=195073,Страшна різанина! Вся Україна в крові! Жінки і діти на вістріях шабель!,,250,300,2024-02-09 20:30:00
181,А зараз ви прокинетесь,2024-02-10 18:00:00,60,Театр ОКО,"вул. Театральна, 22",https://widget.kontramarka.ua/uk/widget511site12884/widget/event/99009?utm_referrer=lviv.kontramarka.ua/uk/a-zaraz-vi-prokinetes-81363.html&siteShowId=81363&siteEventId=194397,Вистава – емпатія “… А зараз ви прокинетесь…”,,180,250,2024-02-10 19:00:00
182,Хочу Снігу,2024-02-11 12:00:00,123,Театр ОКО,"вул. Театральна, 22",https://widget.kontramarka.ua/uk/widget511site12884/widget/event/100055?utm_referrer=lviv.kontramarka.ua/uk/hocu-snigu-87424.html&siteShowId=87424&siteEventId=195649,"Казка про двох овечок,  котрі намагалися врятувати Різдво. Маленькі глядачі допомагають героям протягом всієї казки.Кметя і Нитя кожного року з нетерпінням чекають Різдва.  Та цього року Різдво не зможе прийти,  так як не має ані снігу,  ані казкових візерунків на вікнах.",,180,200,2024-02-11 14:03:00
183,Крізь шкіру,2024-02-11 18:00:00,123,Театр ОКО,"вул. Театральна, 22",https://widget.kontramarka.ua/uk/widget511site12884/widget/event/99299?utm_referrer=lviv.kontramarka.ua/uk/kriz-skiru-83224.html&siteShowId=83224&siteEventId=194677,"«…Війна, одного дня оселившись в людині, ніколи не зникне».",,180,250,2024-02-11 20:03:00
184,Спецоперація Апетит,2024-02-17 12:00:00,75,Театр ОКО,"вул. Театральна, 22",https://widget.kontramarka.ua/uk/widget511site12884/widget/event/100064?utm_referrer=lviv.kontramarka.ua/uk/specoperacia-apetit-87050.html&siteShowId=87050&siteEventId=195655,Казка-мюзикл,#Казка #Мюзикл ,180,200,2024-02-17 13:15:00
185,Ассо та Піаф,2024-02-17 18:00:00,90,Театр ОКО,"вул. Театральна, 22",https://widget.kontramarka.ua/uk/widget511site12884/widget/event/100088?utm_referrer=lviv.kontramarka.ua/uk/vistavaspogad-asso-ta-piaf-81920.html&siteShowId=81920&siteEventId=195678,"Вистава-спогад “Асcо та Піаф” – це історія про відому співачку Едіт Піаф устами невідомої, тої, що завжди в тіні куліс і слави, її сестри Симони.",,180,250,2024-02-17 19:30:00
186,Експеримент або Симфонія спокуси,2024-02-03 18:30:00,120,Центр Довженка,"пр-т Червоної Калини, 81",https://widget.kontramarka.ua/uk/widget508site1008/widget/event/100160869?utm_referrer=lviv.kontramarka.ua/uk/eksperiment-abo-simfonia-spokusi-88320.html&siteShowId=88320&siteEventId=190862,"Пікантна, феєрична, новорічна комедія ""Експеримент або Симфонія спокуси"" у м.Дубно. Весела, гумористична, лірична історія одного святкового вечора, в котру потрапили зовсім різні 3 пари. Сюжет вистави заснований на реальній життєвій події. Сімейні стосунки Едуарда і Анастасії переживають кризові моменти і заходять у глухий кут. Задля збереження шлюбу, чоловік і дружина вирішують піти на експеримент, щоб внести родзинку у своє *інтимне життя. Вони запрошують пару досвідчених експертів-практикантів для цієї пікантної справи. Іншими словами, ""вирішили спробувати"". Але випадково до них потрапляє інша пара, із зовсім іншими намірами та цілями, ""не з цієї опери"". І тут починається найсмішніше і ""найсмачніше"", свідками чого станете і ви, відвідавши комедійну виставу від театральної спільноти ""N"".",#Комедія ,250,550,2024-02-03 20:30:00
187,"Танцювально-перформативна вистава ""Уроки музики""",2024-02-09 19:00:00,80,Jam Factory Art Center,"вул. Богдана Хмельницького, 124",https://widget.kontramarka.ua/uk/widget510site13251/widget/event/98540?utm_referrer=lviv.kontramarka.ua/uk/tancuvalnoperformativna-vistava-uroki-muziki-89327.html&siteShowId=89327&siteEventId=193834,"У виставі “Уроки музики” зустрічаються троє жінок. Вони танцюють, розповідають історії, танцюють, шукають порозуміння, танцюють, вчаться одна від одної, танцюють, помирають, танцюють. Серед них – справжні мати і донька, які намагаються поговорити про своє спільне минуле, переглянути процеси опіки, виховання і навчання, щоб підірвати приховані асиметричні мотиви домінації і покори.",,300,300,2024-02-09 20:20:00
188,"Танцювально-перформативна вистава ""Уроки музики""",2024-02-10 19:00:00,80,Jam Factory Art Center,"вул. Богдана Хмельницького, 124",https://widget.kontramarka.ua/uk/widget510site13251/widget/event/98541?utm_referrer=lviv.kontramarka.ua/uk/tancuvalnoperformativna-vistava-uroki-muziki-89327.html&siteShowId=89327&siteEventId=193835,"У виставі “Уроки музики” зустрічаються троє жінок. Вони танцюють, розповідають історії, танцюють, шукають порозуміння, танцюють, вчаться одна від одної, танцюють, помирають, танцюють. Серед них – справжні мати і донька, які намагаються поговорити про своє спільне минуле, переглянути процеси опіки, виховання і навчання, щоб підірвати приховані асиметричні мотиви домінації і покори.",,300,300,2024-02-10 20:20:00
189,"Танцювально-перформативна вистава ""Уроки музики""",2024-02-11 19:00:00,80,Jam Factory Art Center,"вул. Богдана Хмельницького, 124",https://widget.kontramarka.ua/uk/widget510site13251/widget/event/98542?utm_referrer=lviv.kontramarka.ua/uk/tancuvalnoperformativna-vistava-uroki-muziki-89327.html&siteShowId=89327&siteEventId=193837,"У виставі “Уроки музики” зустрічаються троє жінок. Вони танцюють, розповідають історії, танцюють, шукають порозуміння, танцюють, вчаться одна від одної, танцюють, помирають, танцюють. Серед них – справжні мати і донька, які намагаються поговорити про своє спільне минуле, переглянути процеси опіки, виховання і навчання, щоб підірвати приховані асиметричні мотиви домінації і покори.",,300,300,2024-02-11 20:20:00
190,Арт вечірка з малювання картин кавою,2024-01-30 18:00:00,90,Арт-студія Простір Мрій,Арт-студія Простір Мрій,https://widget.kontramarka.ua/uk/widget511site12194/widget/event/99048?utm_referrer=lviv.kontramarka.ua/uk/art-vecirka-z-maluvanna-kartin-kavou-70526.html&siteShowId=70526&siteEventId=194868,Арт-вечірка — це майстер-клас з малювання з вином у затишній арт-студії.,,550,550,2024-01-30 19:30:00
191,Цирк на воді Waterland. Острів Фантазій,2024-02-03 16:00:00,120,Львівський Цирк,"вул. Городоцька, 83, Львів",https://widget.kontramarka.ua/uk/widget508site11171/widget/event/99589?utm_referrer=lviv.kontramarka.ua/uk/cirk-na-vodi-waterland-ostriv-fantazij-89736.html&siteShowId=89736&siteEventId=195063,"3, 4, 10, 11, 17 та 18 лютого 2024 року у Львівському цирку відбудеться спектакль “Цирк на воді Waterland”.",,100,500,2024-02-03 18:00:00
192,Цирк на воді Waterland. Острів Фантазій,2024-02-04 12:00:00,120,Львівський Цирк,"вул. Городоцька, 83, Львів",https://widget.kontramarka.ua/uk/widget508site11171/widget/event/99601?utm_referrer=lviv.kontramarka.ua/uk/cirk-na-vodi-waterland-ostriv-fantazij-89736.html&siteShowId=89736&siteEventId=195064,"3, 4, 10, 11, 17 та 18 лютого 2024 року у Львівському цирку відбудеться спектакль “Цирк на воді Waterland”.",,100,500,2024-02-04 14:00:00
193,Цирк на воді Waterland. Острів Фантазій,2024-02-10 16:00:00,120,Львівський Цирк,"вул. Городоцька, 83, Львів",https://widget.kontramarka.ua/uk/widget508site11171/widget/event/99602?utm_referrer=lviv.kontramarka.ua/uk/cirk-na-vodi-waterland-ostriv-fantazij-89736.html&siteShowId=89736&siteEventId=195065,"3, 4, 10, 11, 17 та 18 лютого 2024 року у Львівському цирку відбудеться спектакль “Цирк на воді Waterland”.",,100,500,2024-02-10 18:00:00
194,Цирк на воді Waterland. Острів Фантазій,2024-02-11 12:00:00,120,Львівський Цирк,"вул. Городоцька, 83, Львів",https://widget.kontramarka.ua/uk/widget508site11171/widget/event/99605?utm_referrer=lviv.kontramarka.ua/uk/cirk-na-vodi-waterland-ostriv-fantazij-89736.html&siteShowId=89736&siteEventId=195066,"3, 4, 10, 11, 17 та 18 лютого 2024 року у Львівському цирку відбудеться спектакль “Цирк на воді Waterland”.",,100,500,2024-02-11 14:00:00
195,Цирк на воді Waterland. Острів Фантазій,2024-02-17 16:00:00,120,Львівський Цирк,"вул. Городоцька, 83, Львів",https://widget.kontramarka.ua/uk/widget508site11171/widget/event/99607?utm_referrer=lviv.kontramarka.ua/uk/cirk-na-vodi-waterland-ostriv-fantazij-89736.html&siteShowId=89736&siteEventId=195068,"3, 4, 10, 11, 17 та 18 лютого 2024 року у Львівському цирку відбудеться спектакль “Цирк на воді Waterland”.",,100,500,2024-02-17 18:00:00
196,Цирк на воді Waterland. Острів Фантазій,2024-02-18 12:00:00,120,Львівський Цирк,"вул. Городоцька, 83, Львів",https://widget.kontramarka.ua/uk/widget508site11171/widget/event/99608?utm_referrer=lviv.kontramarka.ua/uk/cirk-na-vodi-waterland-ostriv-fantazij-89736.html&siteShowId=89736&siteEventId=195069,"3, 4, 10, 11, 17 та 18 лютого 2024 року у Львівському цирку відбудеться спектакль “Цирк на воді Waterland”.",,100,500,2024-02-18 14:00:00
197,Твоя мандрівка містом Лева. Денний квиток з 10:30 до 20:00,2024-01-29 10:00:00,570,"Музей ""Львів Стародавній""","Львів, вул.Краківська, 21",https://widget.kontramarka.ua/uk/widget509site11998/widget/event/97927?utm_referrer=lviv.kontramarka.ua/uk/dennij-kvitok-z--do-70052.html&siteShowId=70052&siteEventId=193144,"Як часто ви відвідуєте музеї та їхні програми? Якщо ви живете у Львові або приїхали в гості, тоді обов'язково заплануйте відвідати музей ""Львів стародавній"". Це надихаюче місце, яке розкриває місто зовсім з іншого боку, зачаровує гостей інноваційними підходами до надання інформації.",,10,540,2024-01-29 19:30:00
198,Твоя мандрівка містом Лева. Денний квиток з 10:30 до 20:00,2024-01-30 10:00:00,570,"Музей ""Львів Стародавній""","Львів, вул.Краківська, 21",https://widget.kontramarka.ua/uk/widget509site11998/widget/event/97929?utm_referrer=lviv.kontramarka.ua/uk/dennij-kvitok-z--do-70052.html&siteShowId=70052&siteEventId=193146,"Як часто ви відвідуєте музеї та їхні програми? Якщо ви живете у Львові або приїхали в гості, тоді обов'язково заплануйте відвідати музей ""Львів стародавній"". Це надихаюче місце, яке розкриває місто зовсім з іншого боку, зачаровує гостей інноваційними підходами до надання інформації.",,10,540,2024-01-30 19:30:00
199,Твоя мандрівка містом Лева. Денний квиток з 10:30 до 20:00,2024-01-31 10:00:00,570,"Музей ""Львів Стародавній""","Львів, вул.Краківська, 21",https://widget.kontramarka.ua/uk/widget509site11998/widget/event/97931?utm_referrer=lviv.kontramarka.ua/uk/dennij-kvitok-z--do-70052.html&siteShowId=70052&siteEventId=193148,"Як часто ви відвідуєте музеї та їхні програми? Якщо ви живете у Львові або приїхали в гості, тоді обов'язково заплануйте відвідати музей ""Львів стародавній"". Це надихаюче місце, яке розкриває місто зовсім з іншого боку, зачаровує гостей інноваційними підходами до надання інформації.",,10,540,2024-01-31 19:30:00
200,Твоя мандрівка містом Лева. Аудіогід,2024-01-29 10:00:00,780,"Музей ""Львів Стародавній""","Львів, вул.Краківська, 21",,"У 2020 році у місті Левів був відкритий сучасний музей, який розкриває таємниці формування міста. Не менш цікавим є місце створення музею – підземні лабіринти церкви Преображення Господнього. Тож музей набуває не тільки символічного, а й сакрального значення.",,80,110,2024-01-29 23:00:00
201,Твоя мандрівка містом Лева. Аудіогід,2024-01-30 10:00:00,780,"Музей ""Львів Стародавній""","Львів, вул.Краківська, 21",,"У 2020 році у місті Левів був відкритий сучасний музей, який розкриває таємниці формування міста. Не менш цікавим є місце створення музею – підземні лабіринти церкви Преображення Господнього. Тож музей набуває не тільки символічного, а й сакрального значення.",,80,110,2024-01-30 23:00:00
202,Твоя мандрівка містом Лева. Аудіогід,2024-01-31 10:00:00,780,"Музей ""Львів Стародавній""","Львів, вул.Краківська, 21",,"У 2020 році у місті Левів був відкритий сучасний музей, який розкриває таємниці формування міста. Не менш цікавим є місце створення музею – підземні лабіринти церкви Преображення Господнього. Тож музей набуває не тільки символічного, а й сакрального значення.",,80,110,2024-01-31 23:00:00
203,"Бійцівський Клуб | Бої з Серцем,Душею,Любовю",2024-03-02 12:00:00,123,!FESTrepublic,"м. Львів, вул. Старознесенська, 24-26",https://widget.kontramarka.ua/uk/widget508site11278/widget/event/93862?utm_referrer=lviv.kontramarka.ua/uk/bij-z-sercem-duseu-i-lubovu-87355.html&siteShowId=87355&siteEventId=188344,"Бійцівський клуб - це унікальна подія, яка передбачає формат професійних поєдинків боксерів і кікбоксерів, а також можливість у другій частині івенту всім охочим випробувати свої сили і навички в незалежності ти СЕО компанії, програміст, будівельник чи флорист у бою всі рівні. Також на нашій події будуть різні Інтерактивні зони: Алея слави боксу, Груша силомір, Барбер зона.",#Бокс ,375,375,2024-03-02 14:03:00
204,Екскурсія Органним залом,2024-02-10 14:00:00,60,Львівський органний зал,"м. Львів, вул. Степана Бандери, 8",https://widget.kontramarka.ua/uk/widget510site11290/widget/event/94819?utm_referrer=lviv.kontramarka.ua/uk/ekskursia-organnim-zalom-82221.html&siteShowId=82221&siteEventId=189507,Львівський органний зал відкриває свої таємниці!,,100,100,2024-02-10 15:00:00
205,Екскурсія Органним залом,2024-03-09 14:00:00,60,Львівський органний зал,"м. Львів, вул. Степана Бандери, 8",https://widget.kontramarka.ua/uk/widget510site11290/widget/event/98597?utm_referrer=lviv.kontramarka.ua/uk/ekskursia-organnim-zalom-82221.html&siteShowId=82221&siteEventId=193941,Львівський органний зал відкриває свої таємниці!,,100,100,2024-03-09 15:00:00
206,Стендап концерт,2024-02-06 19:30:00,123,!FESTrepublic,"м. Львів, вул. Старознесенська, 24-26",https://widget.kontramarka.ua/uk/widget511site19/widget/event/100062?utm_referrer=lviv.kontramarka.ua/uk/stendap-koncert-89901.html&siteShowId=89901&siteEventId=195680,Запрошуємо на стендап концерт у Львові!,,300,350,2024-02-06 21:33:00
